3,pionzero-35674/evt_13925.csv
4,proton-36793/evt_18743.csv
3,pionzero-35674/evt_13480.csv
3,pionzero-35674/evt_00981.csv
3,pionzero-35674/evt_17629.csv
0,electron-38323/evt_12603.csv
2,muon-62190/evt_04692.csv
3,pionzero-35674/evt_08666.csv
4,proton-36793/evt_08521.csv
3,pionzero-35674/evt_08688.csv
4,proton-36793/evt_07159.csv
4,proton-36793/evt_11597.csv
2,muon-62190/evt_09685.csv
4,proton-36793/evt_12642.csv
0,electron-38323/evt_04841.csv
0,electron-38323/evt_03717.csv
3,pionzero-35674/evt_16807.csv
4,proton-36793/evt_01980.csv
4,proton-36793/evt_17456.csv
1,pionminus-39144/evt_09785.csv
1,pionminus-39144/evt_18294.csv
0,electron-38323/evt_09995.csv
3,pionzero-35674/evt_16246.csv
4,proton-36793/evt_08907.csv
0,electron-38323/evt_04290.csv
2,muon-62190/evt_10210.csv
1,pionminus-39144/evt_17414.csv
2,muon-62190/evt_03702.csv
1,pionminus-39144/evt_01744.csv
1,pionminus-39144/evt_03871.csv
1,pionminus-39144/evt_09513.csv
0,electron-38323/evt_15730.csv
1,pionminus-39144/evt_01959.csv
3,pionzero-35674/evt_08678.csv
3,pionzero-35674/evt_04927.csv
3,pionzero-35674/evt_07133.csv
1,pionminus-39144/evt_11411.csv
4,proton-36793/evt_14220.csv
0,electron-38323/evt_03801.csv
3,pionzero-35674/evt_12837.csv
2,muon-62190/evt_07805.csv
0,electron-38323/evt_00732.csv
2,muon-62190/evt_11931.csv
2,muon-62190/evt_01327.csv
0,electron-38323/evt_17158.csv
0,electron-38323/evt_12131.csv
0,electron-38323/evt_05083.csv
4,proton-36793/evt_10011.csv
3,pionzero-35674/evt_11066.csv
4,proton-36793/evt_13521.csv
2,muon-62190/evt_09900.csv
1,pionminus-39144/evt_12747.csv
0,electron-38323/evt_03150.csv
2,muon-62190/evt_04525.csv
3,pionzero-35674/evt_17600.csv
4,proton-36793/evt_18993.csv
2,muon-62190/evt_18328.csv
2,muon-62190/evt_01665.csv
3,pionzero-35674/evt_12493.csv
4,proton-36793/evt_05800.csv
2,muon-62190/evt_02029.csv
1,pionminus-39144/evt_19692.csv
3,pionzero-35674/evt_18282.csv
1,pionminus-39144/evt_07614.csv
0,electron-38323/evt_09456.csv
3,pionzero-35674/evt_05999.csv
4,proton-36793/evt_03937.csv
4,proton-36793/evt_13011.csv
0,electron-38323/evt_07255.csv
4,proton-36793/evt_17413.csv
3,pionzero-35674/evt_15838.csv
4,proton-36793/evt_03793.csv
2,muon-62190/evt_05064.csv
1,pionminus-39144/evt_05619.csv
1,pionminus-39144/evt_04947.csv
1,pionminus-39144/evt_05296.csv
0,electron-38323/evt_07799.csv
3,pionzero-35674/evt_02767.csv
1,pionminus-39144/evt_03605.csv
0,electron-38323/evt_09973.csv
4,proton-36793/evt_00658.csv
1,pionminus-39144/evt_05633.csv
1,pionminus-39144/evt_08484.csv
4,proton-36793/evt_13632.csv
2,muon-62190/evt_01672.csv
1,pionminus-39144/evt_16106.csv
0,electron-38323/evt_07921.csv
4,proton-36793/evt_07046.csv
3,pionzero-35674/evt_07138.csv
3,pionzero-35674/evt_10819.csv
1,pionminus-39144/evt_11056.csv
3,pionzero-35674/evt_17581.csv
0,electron-38323/evt_02545.csv
3,pionzero-35674/evt_17526.csv
2,muon-62190/evt_18933.csv
4,proton-36793/evt_15895.csv
3,pionzero-35674/evt_00471.csv
4,proton-36793/evt_01029.csv
2,muon-62190/evt_18056.csv
3,pionzero-35674/evt_16446.csv
4,proton-36793/evt_12891.csv
4,proton-36793/evt_10030.csv
3,pionzero-35674/evt_16158.csv
0,electron-38323/evt_18077.csv
1,pionminus-39144/evt_17683.csv
0,electron-38323/evt_13306.csv
3,pionzero-35674/evt_08865.csv
4,proton-36793/evt_06513.csv
4,proton-36793/evt_11779.csv
4,proton-36793/evt_13603.csv
3,pionzero-35674/evt_14985.csv
3,pionzero-35674/evt_18937.csv
3,pionzero-35674/evt_04919.csv
0,electron-38323/evt_14050.csv
0,electron-38323/evt_06575.csv
0,electron-38323/evt_16156.csv
4,proton-36793/evt_17362.csv
4,proton-36793/evt_02922.csv
0,electron-38323/evt_12732.csv
4,proton-36793/evt_11478.csv
1,pionminus-39144/evt_11113.csv
4,proton-36793/evt_14540.csv
4,proton-36793/evt_13165.csv
0,electron-38323/evt_04664.csv
1,pionminus-39144/evt_14979.csv
1,pionminus-39144/evt_07878.csv
4,proton-36793/evt_08929.csv
2,muon-62190/evt_13972.csv
1,pionminus-39144/evt_10423.csv
2,muon-62190/evt_00005.csv
1,pionminus-39144/evt_11033.csv
2,muon-62190/evt_11912.csv
2,muon-62190/evt_18738.csv
4,proton-36793/evt_10023.csv
0,electron-38323/evt_19657.csv
4,proton-36793/evt_18093.csv
1,pionminus-39144/evt_00987.csv
4,proton-36793/evt_09132.csv
4,proton-36793/evt_01000.csv
3,pionzero-35674/evt_07233.csv
2,muon-62190/evt_11944.csv
0,electron-38323/evt_18810.csv
1,pionminus-39144/evt_10141.csv
4,proton-36793/evt_15987.csv
3,pionzero-35674/evt_12214.csv
3,pionzero-35674/evt_10978.csv
2,muon-62190/evt_07092.csv
1,pionminus-39144/evt_06297.csv
0,electron-38323/evt_14712.csv
0,electron-38323/evt_00626.csv
0,electron-38323/evt_05775.csv
4,proton-36793/evt_08735.csv
2,muon-62190/evt_13474.csv
1,pionminus-39144/evt_02030.csv
0,electron-38323/evt_08124.csv
2,muon-62190/evt_08988.csv
1,pionminus-39144/evt_12878.csv
4,proton-36793/evt_09097.csv
4,proton-36793/evt_16629.csv
1,pionminus-39144/evt_04032.csv
0,electron-38323/evt_15424.csv
0,electron-38323/evt_15691.csv
1,pionminus-39144/evt_08640.csv
2,muon-62190/evt_04876.csv
4,proton-36793/evt_08793.csv
2,muon-62190/evt_19230.csv
0,electron-38323/evt_17872.csv
3,pionzero-35674/evt_03891.csv
0,electron-38323/evt_15253.csv
1,pionminus-39144/evt_08848.csv
3,pionzero-35674/evt_02670.csv
4,proton-36793/evt_15255.csv
2,muon-62190/evt_14547.csv
1,pionminus-39144/evt_17727.csv
4,proton-36793/evt_01976.csv
4,proton-36793/evt_04886.csv
4,proton-36793/evt_15892.csv
2,muon-62190/evt_15198.csv
0,electron-38323/evt_06283.csv
4,proton-36793/evt_11158.csv
0,electron-38323/evt_10924.csv
4,proton-36793/evt_14208.csv
0,electron-38323/evt_10162.csv
3,pionzero-35674/evt_04849.csv
3,pionzero-35674/evt_16984.csv
3,pionzero-35674/evt_05974.csv
4,proton-36793/evt_07671.csv
2,muon-62190/evt_09221.csv
1,pionminus-39144/evt_05817.csv
2,muon-62190/evt_10006.csv
1,pionminus-39144/evt_16154.csv
2,muon-62190/evt_04295.csv
0,electron-38323/evt_09508.csv
1,pionminus-39144/evt_19483.csv
2,muon-62190/evt_18199.csv
2,muon-62190/evt_11935.csv
1,pionminus-39144/evt_07128.csv
2,muon-62190/evt_08616.csv
3,pionzero-35674/evt_13907.csv
2,muon-62190/evt_03248.csv
3,pionzero-35674/evt_19844.csv
2,muon-62190/evt_19559.csv
4,proton-36793/evt_18081.csv
2,muon-62190/evt_10985.csv
3,pionzero-35674/evt_02195.csv
2,muon-62190/evt_16607.csv
1,pionminus-39144/evt_10519.csv
2,muon-62190/evt_02792.csv
0,electron-38323/evt_03603.csv
1,pionminus-39144/evt_06084.csv
0,electron-38323/evt_00109.csv
1,pionminus-39144/evt_13512.csv
4,proton-36793/evt_15157.csv
3,pionzero-35674/evt_14251.csv
4,proton-36793/evt_18856.csv
3,pionzero-35674/evt_02722.csv
0,electron-38323/evt_06682.csv
0,electron-38323/evt_08159.csv
4,proton-36793/evt_02796.csv
4,proton-36793/evt_16751.csv
3,pionzero-35674/evt_17910.csv
2,muon-62190/evt_11470.csv
3,pionzero-35674/evt_16966.csv
2,muon-62190/evt_10692.csv
1,pionminus-39144/evt_05205.csv
1,pionminus-39144/evt_19578.csv
1,pionminus-39144/evt_09599.csv
3,pionzero-35674/evt_17793.csv
0,electron-38323/evt_19434.csv
0,electron-38323/evt_19346.csv
0,electron-38323/evt_13951.csv
1,pionminus-39144/evt_12024.csv
1,pionminus-39144/evt_14954.csv
2,muon-62190/evt_04262.csv
1,pionminus-39144/evt_03480.csv
1,pionminus-39144/evt_16821.csv
2,muon-62190/evt_04897.csv
0,electron-38323/evt_09477.csv
1,pionminus-39144/evt_02499.csv
1,pionminus-39144/evt_19766.csv
3,pionzero-35674/evt_00512.csv
3,pionzero-35674/evt_17180.csv
0,electron-38323/evt_01569.csv
4,proton-36793/evt_08032.csv
2,muon-62190/evt_12781.csv
4,proton-36793/evt_16739.csv
1,pionminus-39144/evt_00819.csv
1,pionminus-39144/evt_00055.csv
1,pionminus-39144/evt_10538.csv
2,muon-62190/evt_09012.csv
3,pionzero-35674/evt_15965.csv
3,pionzero-35674/evt_03780.csv
0,electron-38323/evt_14293.csv
4,proton-36793/evt_04042.csv
0,electron-38323/evt_05031.csv
2,muon-62190/evt_13730.csv
1,pionminus-39144/evt_13381.csv
1,pionminus-39144/evt_11322.csv
2,muon-62190/evt_12806.csv
0,electron-38323/evt_17017.csv
4,proton-36793/evt_08640.csv
3,pionzero-35674/evt_13229.csv
1,pionminus-39144/evt_19462.csv
1,pionminus-39144/evt_08624.csv
4,proton-36793/evt_14748.csv
4,proton-36793/evt_08939.csv
2,muon-62190/evt_15366.csv
3,pionzero-35674/evt_09185.csv
4,proton-36793/evt_14800.csv
0,electron-38323/evt_11626.csv
0,electron-38323/evt_11731.csv
2,muon-62190/evt_07129.csv
4,proton-36793/evt_09825.csv
4,proton-36793/evt_19566.csv
1,pionminus-39144/evt_15747.csv
3,pionzero-35674/evt_13283.csv
1,pionminus-39144/evt_07956.csv
3,pionzero-35674/evt_01488.csv
3,pionzero-35674/evt_03464.csv
4,proton-36793/evt_13124.csv
4,proton-36793/evt_17630.csv
2,muon-62190/evt_00890.csv
3,pionzero-35674/evt_17142.csv
2,muon-62190/evt_14015.csv
2,muon-62190/evt_15895.csv
0,electron-38323/evt_17121.csv
4,proton-36793/evt_10276.csv
0,electron-38323/evt_13198.csv
2,muon-62190/evt_14546.csv
4,proton-36793/evt_04864.csv
1,pionminus-39144/evt_11370.csv
1,pionminus-39144/evt_03369.csv
2,muon-62190/evt_12859.csv
0,electron-38323/evt_02256.csv
1,pionminus-39144/evt_03975.csv
0,electron-38323/evt_04801.csv
